Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric
P0888,Industrial Complex,Bridge,Low,4125354,86,31,29,1.73,0.57,270,Not Feasible,1
P0889,Dam Reinforcement,Road,High,5082494,74,57,40,3.41,0.51,478,Borderline,3
P0890,Industrial Complex,Power Plant,Low,2429551,67,31,93,4.08,0.58,487,Not Feasible,1
P0891,Highway Expansion,Building,Medium,3281020,68,36,42,3.49,0.81,227,Feasible,2
P0892,Highway Expansion,Bridge,Medium,3756944,72,55,22,7.64,0.54,166,Not Feasible,2
P0893,Dam Reinforcement,Building,Medium,5782883,87,45,51,0.97,0.59,326,Not Feasible,2
P0894,Dam Reinforcement,Road,High,3287623,67,52,39,3.51,0.67,482,Not Feasible,3
P0895,Urban Flyover,Power Plant,High,1914032,75,69,93,8.37,0.54,569,Not Feasible,3
P0896,Highway Expansion,Bridge,Medium,4982588,55,89,48,0.67,0.6,554,Borderline,2
P0897,Urban Flyover,Bridge,Medium,2567438,53,61,71,9.42,0.96,459,Not Feasible,2
P0898,Dam Reinforcement,Power Plant,Low,6718654,93,44,65,9.86,0.51,531,Feasible,1
P0899,Industrial Complex,Power Plant,Low,1917559,78,42,53,0.89,0.83,247,Not Feasible,1
P0900,Highway Expansion,Building,Medium,1635605,83,34,80,2.91,0.69,304,Feasible,2
P0901,Industrial Complex,Building,Medium,5583897,66,81,91,3.72,0.84,177,Feasible,2
P0902,Urban Flyover,Power Plant,Medium,1815131,92,70,90,7.76,0.79,262,Feasible,2
P0903,Urban Flyover,Bridge,Medium,1067661,92,82,89,5.96,0.61,519,Feasible,2
P0904,Smart Solar Grid,Water Infra,High,6914988,65,79,30,6.44,0.92,216,Not Feasible,3
P0905,Highway Expansion,Road,High,6388986,51,44,82,7.58,0.75,166,Feasible,3
P0906,Highway Expansion,Road,Low,3078007,83,36,40,1.18,0.91,310,Feasible,1
P0907,Urban Flyover,Building,Medium,2307506,57,69,22,8.33,0.7,259,Feasible,2
P0908,Industrial Complex,Power Plant,High,2971206,62,57,29,7.06,0.99,222,Feasible,3
P0909,Highway Expansion,Bridge,High,3901614,91,61,46,5.77,0.89,350,Feasible,3
P0910,Urban Flyover,Bridge,High,3966422,57,44,31,8.9,0.98,546,Not Feasible,3
P0911,Smart Solar Grid,Building,High,4708654,79,99,26,7.0,0.76,459,Not Feasible,3
P0912,Dam Reinforcement,Building,Medium,6047803,81,94,36,2.02,0.74,532,Feasible,2
P0913,Highway Expansion,Water Infra,Medium,1118033,85,33,84,4.3,0.88,168,Feasible,2
P0914,Dam Reinforcement,Road,High,1630265,96,40,83,4.94,0.94,506,Not Feasible,3
P0915,Industrial Complex,Road,Medium,3710309,79,55,45,0.55,0.98,231,Feasible,2
P0916,Smart Solar Grid,Road,High,6872354,50,90,34,9.55,0.66,572,Feasible,3
P0917,Highway Expansion,Building,High,3918258,92,66,52,1.29,0.9,435,Feasible,3
P0918,Dam Reinforcement,Water Infra,Low,2215502,88,52,81,6.97,0.61,441,Feasible,1
P0919,Dam Reinforcement,Power Plant,Low,6813439,66,69,66,5.06,0.77,206,Borderline,1
P0920,Urban Flyover,Building,Medium,5626038,69,52,54,0.26,0.59,501,Not Feasible,2
P0921,Dam Reinforcement,Water Infra,Low,2421796,73,45,84,9.25,0.67,593,Feasible,1
P0922,Industrial Complex,Building,Low,3762779,99,90,91,8.52,0.97,401,Not Feasible,1
P0923,Dam Reinforcement,Power Plant,Medium,3319049,71,97,95,5.24,0.57,446,Feasible,2
P0924,Industrial Complex,Power Plant,Low,4720464,78,60,44,2.29,0.82,371,Feasible,1
P0925,Industrial Complex,Water Infra,Medium,3192614,71,82,76,1.22,0.8,193,Feasible,2
P0926,Urban Flyover,Bridge,Low,6642325,93,54,51,3.63,0.56,572,Not Feasible,1
P0927,Smart Solar Grid,Power Plant,Low,6692889,58,73,82,2.55,0.66,166,Feasible,1
P0928,Industrial Complex,Power Plant,Low,1770173,86,41,31,5.07,0.78,195,Feasible,1
P0929,Dam Reinforcement,Power Plant,Medium,3669355,59,38,82,9.66,0.59,215,Feasible,2
P0930,Dam Reinforcement,Power Plant,Low,4412504,85,41,96,5.75,0.9,545,Not Feasible,1
P0931,Industrial Complex,Bridge,High,5853260,86,98,20,8.9,0.99,150,Not Feasible,3
P0932,Dam Reinforcement,Road,Low,6642264,77,83,70,6.51,0.61,141,Feasible,1
P0933,Highway Expansion,Road,Medium,6875267,77,83,89,4.75,0.59,136,Not Feasible,2
P0934,Urban Flyover,Power Plant,Low,1467010,91,57,27,8.55,0.73,331,Borderline,1
P0935,Dam Reinforcement,Bridge,Low,2655016,92,85,87,4.71,0.87,267,Borderline,1
P0936,Urban Flyover,Building,High,2697900,70,98,24,8.69,0.64,354,Feasible,3
P0937,Industrial Complex,Bridge,High,5580497,73,87,58,2.92,0.51,511,Feasible,3
P0938,Industrial Complex,Water Infra,Low,5221038,91,71,42,1.29,0.77,473,Feasible,1
P0939,Industrial Complex,Building,Medium,1923875,89,67,87,8.55,0.98,424,Feasible,2
P0940,Urban Flyover,Road,Medium,3123221,51,97,71,5.87,0.7,206,Not Feasible,2
P0941,Dam Reinforcement,Road,High,4880993,57,82,23,8.89,0.71,157,Feasible,3
P0942,Highway Expansion,Bridge,High,5731502,97,62,66,9.38,0.98,172,Feasible,3
P0943,Urban Flyover,Road,Low,6578503,76,85,40,0.54,0.85,147,Feasible,1
P0944,Highway Expansion,Bridge,Medium,3568103,71,80,75,5.01,0.86,196,Feasible,2
P0945,Dam Reinforcement,Bridge,Medium,1081264,86,72,85,3.75,0.78,532,Feasible,2
P0946,Dam Reinforcement,Bridge,Medium,1023275,76,44,78,6.26,0.99,319,Borderline,2
P0947,Urban Flyover,Bridge,Medium,3693714,78,67,26,7.94,0.84,514,Feasible,2
P0948,Smart Solar Grid,Bridge,High,3460072,52,44,68,2.81,0.95,550,Borderline,3
P0949,Highway Expansion,Water Infra,High,6196467,93,34,35,5.57,0.85,292,Feasible,3
P0950,Industrial Complex,Water Infra,Low,6952793,62,83,36,7.09,0.87,393,Feasible,1
P0951,Highway Expansion,Water Infra,Medium,1572735,94,80,94,1.34,0.65,169,Feasible,2
P0952,Dam Reinforcement,Bridge,Low,3000609,59,39,53,8.14,0.65,464,Feasible,1
P0953,Dam Reinforcement,Road,Low,1912826,85,41,52,6.06,0.89,296,Borderline,1
P0954,Urban Flyover,Building,Low,3697143,58,33,45,9.5,0.65,525,Feasible,1
P0955,Smart Solar Grid,Water Infra,Low,1862522,76,47,85,3.4,0.78,420,Feasible,1
P0956,Industrial Complex,Power Plant,High,1803692,83,65,82,1.08,0.62,564,Borderline,3
P0957,Highway Expansion,Power Plant,High,2161157,50,54,60,5.07,0.91,346,Feasible,3
P0958,Smart Solar Grid,Bridge,Medium,2314532,81,65,77,0.86,0.56,246,Not Feasible,2
P0959,Industrial Complex,Building,Medium,1421240,74,96,98,9.7,0.91,468,Not Feasible,2
P0960,Dam Reinforcement,Water Infra,High,4859744,78,38,29,0.39,0.8,140,Feasible,3
P0961,Dam Reinforcement,Bridge,Medium,1944789,56,90,34,7.54,0.59,318,Feasible,2
P0962,Urban Flyover,Road,High,4107092,98,82,61,5.25,0.77,308,Not Feasible,3
P0963,Urban Flyover,Building,High,3213573,52,47,76,3.69,0.64,451,Feasible,3
P0964,Highway Expansion,Road,Medium,1525893,69,72,36,0.66,0.66,539,Borderline,2
P0965,Smart Solar Grid,Road,Medium,3255363,69,64,79,6.22,0.68,271,Feasible,2
P0966,Smart Solar Grid,Power Plant,High,6188957,79,92,28,5.85,0.53,279,Feasible,3
P0967,Industrial Complex,Water Infra,High,5381514,84,33,55,2.81,0.99,466,Feasible,3
P0968,Highway Expansion,Bridge,High,6056861,84,70,92,9.1,0.52,599,Feasible,3
P0969,Urban Flyover,Road,High,5148887,98,74,99,3.04,0.83,562,Not Feasible,3
P0970,Highway Expansion,Road,High,2207094,88,79,55,4.5,0.69,215,Feasible,3
P0971,Dam Reinforcement,Bridge,Medium,3221192,76,57,67,5.44,0.82,471,Feasible,2
P0972,Urban Flyover,Building,Medium,1668406,75,71,70,1.0,0.68,593,Feasible,2
P0973,Smart Solar Grid,Bridge,Medium,4668866,63,98,89,9.32,0.84,194,Not Feasible,2
P0974,Urban Flyover,Bridge,High,5612338,66,30,93,3.75,0.86,485,Borderline,3
P0975,Dam Reinforcement,Water Infra,Low,3853406,67,68,99,0.81,0.85,201,Not Feasible,1
P0976,Urban Flyover,Power Plant,Medium,2033255,94,46,87,3.87,0.56,247,Feasible,2
P0977,Smart Solar Grid,Road,Low,5989847,78,64,41,6.0,0.83,478,Feasible,1
P0978,Dam Reinforcement,Power Plant,Medium,4052766,69,75,96,5.14,0.64,252,Feasible,2
P0979,Industrial Complex,Building,Low,1540677,76,71,99,6.95,0.51,519,Not Feasible,1
P0980,Highway Expansion,Road,Medium,6889345,67,68,25,0.55,0.71,258,Feasible,2
P0981,Industrial Complex,Power Plant,Medium,4094235,53,78,45,2.85,0.72,365,Feasible,2
P0982,Dam Reinforcement,Building,Medium,6926986,50,91,94,8.19,0.73,410,Feasible,2
P0983,Dam Reinforcement,Water Infra,Low,2171459,99,67,22,0.8,0.85,231,Borderline,1
P0984,Dam Reinforcement,Building,Low,6986126,50,52,71,8.55,0.65,322,Feasible,1
P0985,Smart Solar Grid,Power Plant,Medium,3859653,75,51,93,0.92,0.66,289,Feasible,2
P0986,Dam Reinforcement,Bridge,Medium,2966197,94,33,79,8.34,0.53,206,Feasible,2
P0987,Highway Expansion,Road,Medium,1387952,69,78,82,3.61,0.84,238,Feasible,2
P0988,Smart Solar Grid,Water Infra,Low,3209373,72,88,84,6.12,0.78,217,Not Feasible,1
P0989,Dam Reinforcement,Power Plant,High,5147703,59,97,71,1.53,0.67,359,Feasible,3
P0990,Smart Solar Grid,Water Infra,Low,2030117,60,31,95,0.66,0.85,456,Feasible,1
P0991,Highway Expansion,Building,High,3896818,90,78,33,2.16,0.77,257,Not Feasible,3
P0992,Highway Expansion,Power Plant,High,3357821,90,60,91,1.28,0.73,201,Borderline,3
P0993,Smart Solar Grid,Bridge,Medium,1525134,54,69,87,3.12,0.76,355,Not Feasible,2
P0994,Urban Flyover,Bridge,Low,6584263,50,77,47,5.14,0.82,255,Feasible,1
P0995,Industrial Complex,Bridge,Low,1244761,66,80,90,5.89,0.83,401,Feasible,1
P0996,Dam Reinforcement,Bridge,High,3930098,71,72,29,7.9,0.64,122,Not Feasible,3
P0997,Industrial Complex,Road,High,3971820,83,84,76,6.56,0.57,178,Not Feasible,3
P0998,Highway Expansion,Water Infra,High,6141913,94,78,85,6.09,0.58,235,Not Feasible,3
P0999,Industrial Complex,Power Plant,Low,1064323,90,86,69,4.12,0.82,591,Feasible,1
P1000,Urban Flyover,Bridge,Low,2237715,78,44,33,4.74,0.94,250,Feasible,1
P1001,Industrial Complex,Road,Low,1954480,53,56,35,4.15,0.7,541,Borderline,1
P1002,Industrial Complex,Bridge,Low,3332811,54,97,73,8.42,0.58,505,Feasible,1
P1003,Highway Expansion,Bridge,Low,1854016,60,93,62,2.3,0.88,520,Feasible,1
P1004,Highway Expansion,Building,Medium,6347417,70,59,61,0.06,0.92,320,Not Feasible,2
P1005,Dam Reinforcement,Power Plant,High,1864909,84,65,41,6.51,0.94,411,Feasible,3
P1006,Smart Solar Grid,Water Infra,Low,6809701,61,96,87,2.02,0.8,461,Feasible,1
P1007,Dam Reinforcement,Building,Medium,5982564,75,78,38,8.9,0.93,598,Feasible,2
P1008,Highway Expansion,Building,Medium,2050493,68,84,85,8.59,0.51,217,Feasible,2
P1009,Dam Reinforcement,Water Infra,Medium,1282762,94,85,58,0.77,0.55,335,Feasible,2
P1010,Industrial Complex,Bridge,Low,2605118,56,97,92,1.06,0.55,243,Not Feasible,1
P1011,Industrial Complex,Bridge,Low,3883427,96,73,38,4.95,0.86,192,Feasible,1
P1012,Highway Expansion,Power Plant,High,2416012,56,60,35,6.09,0.53,485,Feasible,3
P1013,Highway Expansion,Bridge,High,6752810,75,87,73,2.75,0.75,497,Feasible,3
P1014,Dam Reinforcement,Building,Low,1571650,89,82,44,7.17,0.74,249,Borderline,1
P1015,Dam Reinforcement,Building,High,5476576,54,52,37,5.95,0.66,588,Feasible,3
P1016,Industrial Complex,Building,Medium,1385925,70,57,42,3.25,0.94,537,Feasible,2
P1017,Smart Solar Grid,Water Infra,Medium,3863793,63,45,30,0.25,0.59,146,Feasible,2
P1018,Smart Solar Grid,Bridge,Low,5909047,53,66,58,7.5,0.68,284,Borderline,1
P1019,Highway Expansion,Bridge,Medium,4757974,72,50,87,2.15,0.89,574,Feasible,2
P1020,Dam Reinforcement,Bridge,Medium,1403081,91,46,44,8.34,0.52,525,Feasible,2
P1021,Smart Solar Grid,Bridge,High,3399105,69,66,82,4.2,0.84,187,Borderline,3
P1022,Dam Reinforcement,Power Plant,Low,1378892,64,48,49,5.77,0.91,133,Feasible,1
P1023,Urban Flyover,Power Plant,High,5199591,99,59,64,8.73,0.97,217,Not Feasible,3
P1024,Industrial Complex,Building,Medium,6500545,94,74,80,8.64,0.94,398,Feasible,2
P1025,Dam Reinforcement,Building,Low,4154240,78,47,70,3.72,0.66,547,Not Feasible,1
P1026,Dam Reinforcement,Water Infra,Low,1656702,57,91,28,2.09,0.79,592,Feasible,1
P1027,Dam Reinforcement,Road,Medium,4254600,90,65,95,7.75,0.54,568,Feasible,2
P1028,Smart Solar Grid,Building,Medium,2985296,97,81,21,4.33,0.63,490,Not Feasible,2
P1029,Dam Reinforcement,Bridge,Low,3190222,68,48,24,1.92,0.55,366,Borderline,1
P1030,Urban Flyover,Building,Medium,4749783,97,73,81,9.04,0.66,231,Feasible,2
P1031,Smart Solar Grid,Building,Medium,3719269,88,36,88,1.98,0.94,326,Not Feasible,2
P1032,Highway Expansion,Power Plant,Low,6672354,95,73,71,0.26,0.67,471,Borderline,1
P1033,Highway Expansion,Bridge,Low,6205597,77,97,24,0.2,0.78,453,Feasible,1
P1034,Industrial Complex,Water Infra,High,6284958,95,63,78,6.22,0.72,352,Borderline,3
P1035,Urban Flyover,Water Infra,High,5802116,76,95,87,6.62,0.73,180,Feasible,3
P1036,Dam Reinforcement,Water Infra,High,3324797,53,98,28,3.11,0.98,204,Feasible,3
P1037,Urban Flyover,Building,Medium,1786667,64,84,41,3.2,0.65,302,Not Feasible,2
P1038,Highway Expansion,Water Infra,High,2353649,84,39,46,3.39,0.81,358,Borderline,3
P1039,Dam Reinforcement,Water Infra,High,6370189,86,71,29,6.8,0.71,369,Feasible,3
P1040,Urban Flyover,Water Infra,Medium,6572468,50,70,99,0.58,0.53,190,Feasible,2
P1041,Smart Solar Grid,Power Plant,Medium,2712503,52,98,80,9.29,0.74,347,Not Feasible,2
P1042,Dam Reinforcement,Bridge,Medium,3985418,96,39,70,2.23,0.91,204,Feasible,2
P1043,Smart Solar Grid,Power Plant,High,4609736,73,39,29,10.0,0.55,425,Feasible,3
P1044,Urban Flyover,Bridge,High,2384418,76,89,25,1.72,0.53,515,Feasible,3
P1045,Dam Reinforcement,Power Plant,Low,1386594,89,80,81,7.72,0.58,582,Feasible,1
P1046,Industrial Complex,Bridge,High,3869760,85,50,24,2.23,0.88,390,Feasible,3
P1047,Industrial Complex,Water Infra,High,4806503,83,37,89,0.81,0.86,520,Feasible,3
P1048,Highway Expansion,Road,Medium,4837247,78,94,82,8.75,0.78,409,Feasible,2
P1049,Dam Reinforcement,Water Infra,Medium,2092501,73,59,75,8.59,0.73,355,Not Feasible,2
P1050,Urban Flyover,Road,High,6238331,73,78,78,4.04,0.94,410,Feasible,3
P1051,Industrial Complex,Water Infra,Low,1137023,91,38,82,7.02,0.88,158,Not Feasible,1
P1052,Highway Expansion,Power Plant,High,2135964,53,46,78,5.57,0.91,325,Borderline,3
P1053,Dam Reinforcement,Road,Medium,5726599,52,98,70,8.53,0.91,302,Not Feasible,2
P1054,Industrial Complex,Water Infra,Low,2483624,83,87,69,3.15,0.82,306,Feasible,1
P1055,Dam Reinforcement,Building,Low,3155748,98,86,23,5.24,0.73,252,Not Feasible,1
P1056,Highway Expansion,Road,High,2956109,72,91,67,4.85,0.93,149,Not Feasible,3
P1057,Urban Flyover,Bridge,High,4045179,72,81,51,3.54,0.96,507,Feasible,3
P1058,Highway Expansion,Power Plant,Low,4925282,94,90,70,8.91,0.51,374,Borderline,1
P1059,Urban Flyover,Water Infra,Medium,1873172,54,69,71,1.66,0.53,262,Not Feasible,2
P1060,Smart Solar Grid,Water Infra,Low,4685540,80,67,93,1.5,0.98,222,Feasible,1
P1061,Industrial Complex,Bridge,Medium,1522244,90,72,53,5.77,0.64,538,Feasible,2
P1062,Smart Solar Grid,Water Infra,High,6655378,55,92,55,6.57,0.94,193,Feasible,3
P1063,Urban Flyover,Water Infra,Low,5873594,86,48,89,1.95,0.69,174,Borderline,1
P1064,Dam Reinforcement,Bridge,Medium,5063309,59,79,62,3.91,0.56,569,Borderline,2
P1065,Urban Flyover,Bridge,Medium,2062636,89,62,35,9.47,0.54,355,Not Feasible,2
P1066,Urban Flyover,Building,Low,2786921,56,42,78,2.47,0.58,179,Feasible,1
P1067,Dam Reinforcement,Building,Medium,6761425,88,91,72,6.68,0.62,143,Borderline,2
P1068,Smart Solar Grid,Bridge,Low,1829735,87,72,38,7.4,0.74,595,Borderline,1
P1069,Industrial Complex,Road,High,4336007,70,78,60,4.48,0.85,141,Feasible,3
P1070,Urban Flyover,Road,High,4830375,69,65,66,9.38,0.99,547,Feasible,3
P1071,Urban Flyover,Road,Low,6282591,52,39,73,7.37,0.72,151,Feasible,1
P1072,Industrial Complex,Power Plant,High,5529788,71,35,74,4.58,0.76,470,Feasible,3
P1073,Urban Flyover,Building,High,3562469,96,86,38,5.69,0.76,458,Not Feasible,3
P1074,Industrial Complex,Road,Low,4086176,53,30,81,6.93,0.77,554,Borderline,1
P1075,Industrial Complex,Road,Medium,6345854,77,87,78,5.92,0.76,588,Feasible,2
P1076,Industrial Complex,Road,Low,4295374,61,50,84,8.79,0.5,122,Feasible,1
P1077,Dam Reinforcement,Bridge,Low,6645280,87,85,87,3.57,0.5,189,Not Feasible,1
P1078,Smart Solar Grid,Water Infra,Low,5883680,85,49,47,3.0,0.55,279,Feasible,1
P1079,Smart Solar Grid,Power Plant,High,4681262,96,83,37,2.14,0.55,505,Feasible,3
P1080,Highway Expansion,Water Infra,Medium,5633078,90,54,45,0.38,0.85,207,Borderline,2
P1081,Dam Reinforcement,Building,High,3609089,54,57,38,0.43,0.6,484,Borderline,3
P1082,Highway Expansion,Water Infra,High,3508749,62,34,74,8.7,0.95,178,Feasible,3
P1083,Smart Solar Grid,Power Plant,Low,1914228,72,50,76,6.78,0.96,371,Feasible,1
P1084,Smart Solar Grid,Road,High,1953959,99,47,25,6.61,0.99,338,Not Feasible,3
P1085,Smart Solar Grid,Road,Medium,3189415,79,76,20,6.15,0.97,320,Feasible,2
P1086,Urban Flyover,Bridge,Low,6115826,86,99,27,8.49,0.64,196,Feasible,1
P1087,Highway Expansion,Bridge,Medium,2627781,74,86,70,4.8,0.75,374,Borderline,2
P1088,Dam Reinforcement,Power Plant,Medium,4369538,97,48,44,8.7,0.59,366,Borderline,2
P1089,Highway Expansion,Road,High,4242374,76,94,66,3.59,0.9,389,Not Feasible,3
P1090,Smart Solar Grid,Water Infra,High,1345266,63,32,74,9.27,0.94,426,Feasible,3
P1091,Dam Reinforcement,Water Infra,High,4956679,97,71,83,6.99,0.93,258,Not Feasible,3
P1092,Highway Expansion,Power Plant,Low,2538601,96,50,29,2.57,0.72,197,Borderline,1
P1093,Smart Solar Grid,Bridge,High,3577855,85,69,75,5.64,0.88,199,Not Feasible,3
P1094,Smart Solar Grid,Water Infra,Medium,4071475,88,96,31,5.33,0.55,129,Not Feasible,2
P1095,Dam Reinforcement,Building,Medium,5537358,65,54,52,1.38,0.52,587,Not Feasible,2
P1096,Industrial Complex,Power Plant,Low,5003484,71,84,90,5.91,0.88,455,Not Feasible,1
P1097,Dam Reinforcement,Building,High,6510432,70,81,36,3.15,0.71,243,Feasible,3
P1098,Industrial Complex,Building,Medium,2107955,70,73,80,0.52,1.0,305,Not Feasible,2
P1099,Urban Flyover,Bridge,Medium,6267933,57,85,29,9.49,0.55,153,Borderline,2
P1100,Dam Reinforcement,Road,Medium,6645542,98,84,50,6.41,0.93,240,Not Feasible,2
P1101,Industrial Complex,Power Plant,Medium,4802010,65,99,79,8.77,0.74,199,Borderline,2
P1102,Highway Expansion,Road,Low,6515813,80,95,89,6.76,0.91,325,Feasible,1
P1103,Smart Solar Grid,Water Infra,Medium,2932728,91,48,36,3.57,0.91,172,Not Feasible,2
P1104,Urban Flyover,Water Infra,Medium,6047392,59,36,69,5.13,0.96,275,Not Feasible,2
P1105,Dam Reinforcement,Power Plant,Medium,2899492,81,92,56,6.76,0.65,393,Borderline,2
P1106,Industrial Complex,Bridge,Medium,6275034,83,71,81,9.6,0.97,529,Not Feasible,2
P1107,Highway Expansion,Water Infra,Medium,3361632,58,71,99,2.54,0.58,477,Borderline,2
P1108,Industrial Complex,Water Infra,High,2414397,66,88,91,8.75,0.54,254,Feasible,3
P1109,Dam Reinforcement,Road,Low,6039937,60,49,96,9.24,0.72,548,Feasible,1
P1110,Industrial Complex,Water Infra,Low,4177993,81,46,48,6.7,0.91,217,Feasible,1
P1111,Dam Reinforcement,Bridge,High,4131209,59,56,51,9.31,0.74,360,Not Feasible,3
P1112,Industrial Complex,Water Infra,Medium,2223520,71,76,99,3.98,0.91,164,Feasible,2
P1113,Smart Solar Grid,Water Infra,High,6813365,66,31,30,9.53,0.86,318,Borderline,3
P1114,Dam Reinforcement,Building,Medium,5057893,53,92,25,7.03,0.6,410,Feasible,2
P1115,Dam Reinforcement,Bridge,Medium,6691276,97,91,54,0.42,0.97,555,Feasible,2
P1116,Urban Flyover,Water Infra,Medium,6397662,96,48,52,9.07,0.53,233,Feasible,2
P1117,Smart Solar Grid,Bridge,Low,4217635,74,46,37,4.84,0.95,396,Feasible,1
P1118,Dam Reinforcement,Bridge,High,3300119,70,98,56,4.6,0.65,360,Borderline,3
P1119,Highway Expansion,Water Infra,Medium,2899443,86,68,32,5.66,0.75,275,Feasible,2
P1120,Industrial Complex,Water Infra,High,4448503,87,68,93,1.49,0.71,471,Feasible,3
P1121,Highway Expansion,Bridge,Medium,2439758,98,65,83,4.69,0.59,163,Not Feasible,2
P1122,Industrial Complex,Road,Low,2805468,50,69,20,8.31,0.68,199,Feasible,1
P1123,Industrial Complex,Road,High,4427975,74,74,82,0.15,0.6,431,Feasible,3
P1124,Urban Flyover,Bridge,High,1126108,85,33,53,2.73,0.6,257,Feasible,3
P1125,Dam Reinforcement,Bridge,Low,4160110,66,54,29,0.02,0.59,270,Feasible,1
P1126,Industrial Complex,Road,Low,4230019,90,98,26,4.16,0.74,551,Not Feasible,1
P1127,Urban Flyover,Road,Low,2707692,73,59,75,7.28,0.9,555,Feasible,1
P1128,Highway Expansion,Building,Medium,6525633,51,97,99,7.99,0.78,361,Feasible,2
P1129,Urban Flyover,Road,Medium,3080154,89,58,56,9.45,0.95,262,Feasible,2
P1130,Highway Expansion,Road,High,3244702,64,97,48,6.09,0.82,430,Borderline,3
P1131,Dam Reinforcement,Power Plant,Medium,4377778,81,80,31,2.55,0.84,418,Not Feasible,2
P1132,Industrial Complex,Water Infra,Low,3530034,88,53,36,9.24,0.83,169,Not Feasible,1
P1133,Smart Solar Grid,Building,High,5532131,55,43,67,7.75,0.72,381,Feasible,3
P1134,Highway Expansion,Building,Medium,6735193,50,98,45,5.74,0.84,280,Feasible,2
P1135,Industrial Complex,Bridge,Low,6897498,96,47,31,6.96,0.53,181,Not Feasible,1
P1136,Smart Solar Grid,Power Plant,Low,3692755,72,71,40,9.24,0.93,174,Feasible,1
P1137,Smart Solar Grid,Water Infra,Medium,1388349,88,86,61,7.12,0.89,542,Feasible,2
P1138,Highway Expansion,Building,High,2062729,66,41,80,3.68,0.62,515,Not Feasible,3
P1139,Industrial Complex,Road,Medium,4124071,83,46,77,7.13,0.88,491,Feasible,2
P1140,Smart Solar Grid,Road,Medium,6843493,90,59,73,0.4,0.51,150,Feasible,2
P1141,Urban Flyover,Road,Low,4386501,78,52,53,3.86,0.61,449,Feasible,1
P1142,Urban Flyover,Water Infra,High,2979079,58,30,26,4.06,0.53,556,Borderline,3
P1143,Industrial Complex,Building,Medium,5588334,62,61,54,1.67,0.89,409,Feasible,2
P1144,Dam Reinforcement,Water Infra,High,4522905,55,38,34,0.23,0.88,288,Feasible,3
P1145,Urban Flyover,Bridge,High,1076077,55,44,84,1.33,0.91,385,Feasible,3
P1146,Highway Expansion,Bridge,Low,5327819,69,57,44,6.55,0.5,427,Feasible,1
P1147,Industrial Complex,Power Plant,Low,2255564,52,53,78,8.02,0.75,578,Feasible,1
P1148,Smart Solar Grid,Bridge,Low,2908327,66,89,98,9.88,0.85,304,Feasible,1
P1149,Urban Flyover,Building,Medium,1125885,98,64,25,3.46,0.58,453,Feasible,2
P1150,Industrial Complex,Building,Medium,6090513,61,56,71,5.99,0.82,122,Feasible,2
P1151,Industrial Complex,Building,High,1541656,97,49,98,9.37,0.54,560,Feasible,3
P1152,Dam Reinforcement,Road,Medium,1670688,96,94,40,1.67,0.59,280,Feasible,2
P1153,Smart Solar Grid,Road,Low,3285166,94,78,90,7.18,0.74,510,Not Feasible,1
P1154,Smart Solar Grid,Building,Medium,5424507,50,30,51,7.55,0.83,379,Feasible,2
P1155,Smart Solar Grid,Bridge,High,6008042,66,39,72,0.89,0.57,542,Feasible,3
P1156,Highway Expansion,Bridge,Medium,3051531,52,76,78,8.61,0.59,167,Feasible,2
